Id,Label,modularity_class,indegree,outdegree,Degree,pageranks,eigencentrality,stat_inf_class,componentnumber,strongcompnum,weighted indegree,weighted outdegree,Weighted Degree,clustering,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
steve.walker,,6,1,0,1,0.000225,0.031248,0,0,336,1,0,1,0,0,0,0,0
steve.walton,,6,2,3,5,0.000297,0.068582,0,0,1151,2,3,5,1,4,0.311131,0.333896,0
steven.harris,,0,4,0,4,0.000579,0.061254,0,0,41,4,0,4,0.666667,0,0,0,0
steven.j.kean,,6,1,0,1,0.000225,0.031248,0,0,335,1,0,1,0,0,0,0,0
stuart.staley,,2,2,0,2,0.000263,0.048862,0,0,67,2,0,2,0,0,0,0,0
sue.nord,,6,3,2,5,0.000392,0.110342,0,0,1151,3,2,5,1,4,0.299538,0.319873,0
susan.j.mara,,6,1,0,1,0.000225,0.031248,0,0,334,1,0,1,0,0,0,0,0
susan.landwehr,,6,2,3,5,0.000319,0.073008,0,0,1151,2,3,5,1,4,0.311131,0.333896,0
susan.mara,,1,5,7,12,0.000529,0.152868,0,0,1151,5,7,12,0.714286,4,0.364179,0.38605,1365.636381
tamara.johnson,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
tanya.leslie,,6,1,0,1,0.000225,0.031248,0,0,333,1,0,1,0,0,0,0,0
tasha.lair,,6,1,0,1,0.000225,0.031248,0,0,332,1,0,1,0,0,0,0,0
ted.murphy,,2,7,4,11,0.000772,0.205461,0,0,1151,7,4,11,0.309524,4,0.341287,0.373674,18201.499575
terri.greenlee,,6,1,0,1,0.000225,0.031248,0,0,331,1,0,1,0,0,0,0,0
thompson,,6,1,0,1,0.000225,0.031248,0,0,330,1,0,1,0,0,0,0,0
tom.briggs,,5,4,4,8,0.000444,0.122624,0,0,1151,4,4,8,0.55,4,0.331045,0.35483,2999.37012
tom.riley,,6,1,0,1,0.000225,0.031248,0,0,329,1,0,1,0,0,0,0,0
tony.spruiell,,6,1,0,1,0.000225,0.031248,0,0,328,1,0,1,0,0,0,0,0
tracy.cooper,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
triley,,6,1,0,1,0.000225,0.031248,0,0,327,1,0,1,0,0,0,0,0
twanda.sweet,,4,2,10,12,0.000287,0.046022,0,0,1151,2,10,12,0.677778,4,0.375793,0.397139,1748.553746
vladimir.gorny,,2,5,3,8,0.000633,0.179935,0,0,1151,5,3,8,0.666667,4,0.328997,0.344624,1362.878137
w..cantrell,,6,2,3,5,0.000297,0.068582,0,0,1151,2,3,5,0.333333,4,0.304195,0.327065,770.622716
wade.stubblefield,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,5,0.304061,0.334924,2531.063453
wanda.curry,,2,4,2,6,0.000493,0.122018,0,0,1151,4,2,6,0.416667,4,0.346302,0.375804,7719.231506
wgang,,6,1,0,1,0.000225,0.031248,0,0,26,1,0,1,0,0,0,0,0
william.gang,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
jeff.gilliam,,8,0,1,1,0.000167,0,0,0,1269,0,1,1,0,5,0.25876,0.267173,0
jeff.johnson,,3,0,1,1,0.000167,0,0,0,1270,0,1,1,0,5,0.304029,0.334884,0
jeff.mcclellan,,2,0,1,1,0.000167,0,0,0,1271,0,1,1,0,5,0.28014,0.291422,0
jeff.nogid,,5,1,1,2,0.000283,0.028847,0,0,1151,1,1,2,0,5,0.26641,0.280456,0
brian.stanley,,2,1,0,1,0.000486,0.013422,0,0,79,1,0,1,0,0,0,0,0
bvotaw,,2,1,0,1,0.000486,0.013422,0,0,78,1,0,1,0,0,0,0,0
hgutier,,2,1,0,1,0.000486,0.013422,0,0,77,1,0,1,0,0,0,0,0
joe.kishkill,,2,2,0,2,0.000564,0.054707,0,0,76,2,0,2,0,0,0,0,0
ken.rice,,2,5,0,5,0.000808,0.109453,0,0,75,5,0,5,0.55,0,0,0,0
rebecca.carter,,2,2,0,2,0.000524,0.031036,0,0,74,2,0,2,0.5,0,0,0,0
robert.hayes,,2,2,1,3,0.000538,0.025705,0,0,1151,2,1,3,0,5,0.270863,0.285431,1496.124231
sherri.sera,,0,4,11,15,0.000709,0.103066,0,0,1151,4,11,15,0.484848,4,0.365334,0.386974,8647.501679
jeff.smith,,2,0,2,2,0.000167,0,0,0,1272,0,2,2,1,4,0.327081,0.356908,0
jefferson.sorenson,,5,4,3,7,0.000523,0.126932,0,0,1151,4,3,7,0.5,5,0.333012,0.367189,9050.336534
jeffrey.gossett,,1,2,1,3,0.000272,0.069139,0,0,1151,2,1,3,1,5,0.303972,0.334804,0
jeffrey.keeler,,0,2,5,7,0.000313,0.054042,0,0,1151,2,5,7,0.65,4,0.342697,0.364031,848.559848
jeffrey.mcmahon,,2,5,1,6,0.00056,0.125012,0,0,1151,5,1,6,0.6,5,0.248443,0.254364,0
jeffrey.sherrick,,2,1,2,3,0.000255,0.016627,0,0,1151,1,2,3,0,5,0.280574,0.292366,8.202832
jeffrey.snyder,,1,0,2,2,0.000167,0,0,0,1273,0,2,2,1,5,0.31511,0.326313,0
jennifer.burns,,7,2,3,5,0.000306,0.037643,0,0,1151,2,3,5,0.5,4,0.312632,0.331847,223.202618
jennifer.denny,,5,2,1,3,0.000327,0.063044,0,0,1151,2,1,3,0.333333,5,0.269841,0.287906,383.006192
jennifer.fraser,,5,2,3,5,0.00032,0.046461,0,0,1151,2,3,5,0.25,4,0.327233,0.35045,4984.887296
jenny.helton,,8,0,5,5,0.000167,0,0,0,1274,0,5,5,0.5,4,0.30759,0.329036,0
jenny.rub,,1,4,1,5,0.000375,0.102238,0,0,1151,4,1,5,0.5,5,0.303972,0.334804,6727.151505
jerry.graves,,0,0,1,1,0.000167,0,0,0,1275,0,1,1,0,5,0.270923,0.285534,0
jerry.peters,,0,1,1,2,0.000304,0.007465,0,0,1151,1,1,2,0,6,0.234881,0.245251,0
jill.chatterton,,4,0,1,1,0.000167,0,0,0,1276,0,1,1,0,5,0.279763,0.290651,0
jim.armogida,,5,1,1,2,0.000283,0.028847,0,0,1151,1,1,2,0,5,0.26641,0.280456,0
jim.piro,,0,1,1,2,0.000304,0.007465,0,0,1151,1,1,2,0,6,0.234881,0.245251,0
jimmy.mogal,,6,0,1,1,0.000167,0,1,0,1277,0,1,1,0,4,0.299509,0.312771,0
jo.hill,,6,0,1,1,0.000167,0,0,0,1278,0,1,1,0,5,0.284988,0.29943,0
joan.stransky,,6,1,3,4,0.000239,0.037334,0,0,1151,1,3,4,1,4,0.311131,0.333896,0
joan.veselack,,1,0,1,1,0.000167,0,0,0,1279,0,1,1,0,5,0.245649,0.254265,0
joanne.rozycki,,5,1,2,3,0.000283,0.028847,0,0,1151,1,2,3,0,5,0.279176,0.296336,324.786058
joannie.williamson,,0,1,11,12,0.000261,0.04176,0,0,1151,1,11,12,0.522727,4,0.397394,0.423779,2447.431576
jody.crook,,3,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0,5,0.303972,0.334804,0
joe.connor,,6,1,1,2,0.000239,0.037334,0,0,1151,1,1,2,1,4,0.299495,0.312761,0
joe.hillings,,2,2,3,5,0.000334,0.079094,0,0,1151,2,3,5,0.666667,4,0.329416,0.344102,0
joel.ephross,,5,1,1,2,0.000283,0.028847,0,0,1151,1,1,2,0,5,0.26641,0.280456,0
john.ale,,0,0,1,1,0.000167,0,0,0,1280,0,1,1,0,6,0.234941,0.245373,0
john.allario,,5,1,1,2,0.000246,0.035042,0,0,1151,1,1,2,0,5,0.269806,0.287825,0
john.allison,,2,0,5,5,0.000167,0,0,0,1281,0,5,5,0.8,4,0.35458,0.381325,0
john.ambler,,6,1,2,3,0.000261,0.04176,0,0,1151,1,2,3,1,4,0.304731,0.322485,0
john.buchanan,,0,1,1,2,0.000219,0.012282,0,0,1151,1,1,2,0,5,0.270863,0.285431,0
john.goodpasture,,0,2,4,6,0.00032,0.032312,0,0,1151,2,4,6,0.5,4,0.323557,0.342093,8894.961114
john.gordon,,8,0,1,1,0.000167,0,0,0,1282,0,1,1,0,5,0.25876,0.267173,0
john.greene,,5,1,1,2,0.000283,0.028847,0,0,1151,1,1,2,0,5,0.26641,0.280456,0
john.hardy,,0,3,3,6,0.000361,0.106949,0,0,1151,3,3,6,0.4,4,0.324468,0.336387,1051.8228
john.keiser,,0,1,1,2,0.000304,0.007465,0,0,1151,1,1,2,0,6,0.234881,0.245251,0
andrea.ring,,1,2,0,2,0.000388,0.057603,0,0,494,2,0,2,1,0,0,0,0
andrew.lewis,,1,2,0,2,0.000388,0.057603,0,0,493,2,0,2,1,0,0,0,0
angela.mcculloch,,1,1,0,1,0.000244,0.041285,1,0,1009,1,0,1,0,0,0,0,0
berney.aucoin,,1,2,0,2,0.000272,0.069139,0,0,852,2,0,2,1,0,0,0,0
bill.iii,,1,2,0,2,0.000329,0.071529,0,0,951,2,0,2,1,0,0,0,0
bob.crane,,1,2,0,2,0.000272,0.069139,0,0,848,2,0,2,1,0,0,0,0
brad.mckay,,1,3,0,3,0.000416,0.085458,0,0,491,3,0,3,0.833333,0,0,0,0
brad.mcsherry,,7,2,0,2,0.000346,0.061314,0,0,1008,2,0,2,1,0,0,0,0
brett.wiggs,,8,2,0,2,0.000316,0.056487,0,0,277,2,0,2,0,0,0,0,0
c.thompson,,1,1,0,1,0.000244,0.041285,0,0,1007,1,0,1,0,0,0,0,0
carl.tricoli,,8,4,0,4,0.000435,0.128829,0,0,276,4,0,4,0.5,0,0,0,0
chad.clark,,1,1,0,1,0.000244,0.041285,0,0,1006,1,0,1,0,0,0,0,0
chris.gaskill,,1,3,0,3,0.000479,0.10209,0,0,489,3,0,3,0.833333,0,0,0,0
cliff.lawrick,,1,2,0,2,0.000272,0.069139,0,0,814,2,0,2,1,0,0,0,0
clint.dean,,1,2,0,2,0.000272,0.069139,0,0,813,2,0,2,1,0,0,0,0
d..baughman,,1,2,0,2,0.000335,0.085772,0,0,972,2,0,2,1,0,0,0,0
dana.davis,,1,3,0,3,0.000363,0.113627,0,0,803,3,0,3,1,0,0,0,0
david.duran,,2,4,0,4,0.000496,0.139733,0,0,135,4,0,4,0.833333,0,0,0,0
david.redmond,,1,1,0,1,0.000244,0.041285,0,0,1005,1,0,1,0,0,0,0,0
derek.davies,,1,3,0,3,0.000414,0.120814,0,0,968,3,0,3,0.666667,0,0,0,0
don.baughman,,1,2,0,2,0.000272,0.069139,0,0,791,2,0,2,1,0,0,0,0
edward.baughman,,1,1,0,1,0.000244,0.041285,0,0,1004,1,0,1,0,0,0,0,0
eric.bass,,1,2,0,2,0.000272,0.069139,0,0,782,2,0,2,1,0,0,0,0
eric.saibi,,1,2,0,2,0.000272,0.069139,0,0,780,2,0,2,1,0,0,0,0
frank.ermis,,1,2,0,2,0.000272,0.069139,0,0,768,2,0,2,1,0,0,0,0
fred.lagrasta,,7,7,0,7,0.000803,0.213863,0,0,482,7,0,7,0.452381,0,0,0,0
gary.hickerson,,2,5,0,5,0.000587,0.124402,0,0,108,5,0,5,0.4,0,0,0,0
gautam.gupta,,1,2,0,2,0.000272,0.069139,0,0,764,2,0,2,1,0,0,0,0
geri.greenall,,1,1,0,1,0.000244,0.041285,0,0,1003,1,0,1,0,0,0,0,0
glen.devries,,1,1,0,1,0.000244,0.041285,0,0,1002,1,0,1,0,0,0,0,0
h..foster,,4,3,0,3,0.00042,0.116016,0,0,934,3,0,3,1,0,0,0,0
harry.arora,,7,5,0,5,0.000502,0.15127,0,0,103,5,0,5,0.85,0,0,0,0
hoyt.thomas,,4,2,0,2,0.000307,0.056059,0,0,291,2,0,2,0,0,0,0,0
jane.tholt,,1,1,0,1,0.000244,0.041285,0,0,1001,1,0,1,0,0,0,0,0
jay.reitmeyer,,1,2,0,2,0.000272,0.069139,0,0,721,2,0,2,1,0,0,0,0
jeff.king,,1,2,0,2,0.000272,0.069139,0,0,717,2,0,2,1,0,0,0,0
joe.parks,,1,2,0,2,0.000272,0.069139,0,0,704,2,0,2,1,0,0,0,0
joe.quenet,,1,2,0,2,0.000272,0.069139,0,0,703,2,0,2,1,0,0,0,0
john.disturnal,,1,1,0,1,0.000244,0.041285,0,0,1000,1,0,1,0,0,0,0,0
john.forney,,4,2,0,2,0.000329,0.071529,0,0,929,2,0,2,1,0,0,0,0
john.zufferli,,4,4,1,5,0.000499,0.151058,0,0,1151,4,1,5,0.666667,5,0.295863,0.310857,469.548432
jonathan.mckay,,1,3,2,5,0.000479,0.10209,0,0,1151,3,2,5,0.833333,5,0.297604,0.314312,0
jordan.mintz,,5,1,2,3,0.000244,0.041285,0,0,1151,1,2,3,0.666667,5,0.288938,0.30168,250.058732
joseph.deffner,,5,6,1,7,0.000757,0.167604,0,0,1151,6,1,7,0.366667,5,0.314767,0.325587,527.198325
juan.hernandez,,1,2,0,2,0.000272,0.069139,0,0,688,2,0,2,1,0,0,0,0
juanita.ruffeno,,1,1,0,1,0.000244,0.041285,0,0,999,1,0,1,0,0,0,0,0
judy.townsend,,1,2,0,2,0.000388,0.057603,0,0,475,2,0,2,1,0,0,0,0
k..allen,,1,4,1,5,0.000451,0.130254,0,0,1151,4,1,5,0.833333,5,0.295863,0.310857,0
karen.buckley,,1,2,3,5,0.000388,0.057603,0,0,1151,2,3,5,0.833333,4,0.324671,0.340084,868.363455
keith.holst,,1,2,0,2,0.000272,0.069139,0,0,675,2,0,2,1,0,0,0,0
kelli.stevens,,1,1,0,1,0.000244,0.041285,0,0,998,1,0,1,0,0,0,0,0
kenneth.thibodeaux,,2,1,8,9,0.000244,0.041285,1,0,1151,1,8,9,0.625,4,0.361576,0.390911,299.143161
kevin.ruscitti,,1,1,0,1,0.000244,0.041285,0,0,997,1,0,1,0,0,0,0,0
kim.melodick,,4,3,5,8,0.000334,0.083914,0,0,1151,3,5,8,0.566667,4,0.363032,0.389867,1345.069953
kimberly.hillis,,4,4,6,10,0.000401,0.131241,0,0,1151,4,6,10,0.619048,4,0.364884,0.392358,253.316625
kyle.kitagawa,,1,1,0,1,0.000244,0.041285,0,0,996,1,0,1,0,0,0,0,0
larry.jester,,1,1,0,1,0.000244,0.041285,0,0,995,1,0,1,0,0,0,0,0
larry.may,,1,3,1,4,0.000416,0.085458,0,0,1151,3,1,4,0.833333,5,0.303972,0.334804,3191.728249
larry.valderrama,,1,1,0,1,0.000244,0.041285,0,0,994,1,0,1,0,0,0,0,0
laura.luce,,8,3,3,6,0.000407,0.100974,0,0,1151,3,3,6,0.333333,4,0.336743,0.352861,2606.947996
laura.podurgiel,,1,2,0,2,0.000272,0.069139,0,0,647,2,0,2,1,0,0,0,0
laura.scott,,1,2,0,2,0.000272,0.069139,0,0,646,2,0,2,1,0,0,0,0
lloyd.will,,8,4,1,5,0.000435,0.128829,0,0,1151,4,1,5,0.5,5,0.264507,0.276406,4053.64187
luitgard.fischer,,1,1,0,1,0.000244,0.041285,0,0,993,1,0,1,0,0,0,0,0
m..presto,,4,4,5,9,0.000493,0.15335,0,0,1151,4,5,9,0.766667,4,0.339722,0.35499,125.111802
mark.davis,,1,1,0,1,0.000244,0.041285,0,0,992,1,0,1,0,0,0,0,0
mark.fischer,,4,2,0,2,0.000329,0.071529,0,0,917,2,0,2,1,0,0,0,0
mark.tawney,,2,4,1,5,0.000411,0.106783,0,0,1151,4,1,5,0.75,4,0.296752,0.308542,637.908086
martin.cuilla,,1,2,1,3,0.000272,0.069139,0,0,1151,2,1,3,0.833333,5,0.245618,0.254227,0
matt.lorenz,,1,2,0,2,0.000272,0.069139,0,0,611,2,0,2,1,0,0,0,0
matt.motley,,4,2,0,2,0.000329,0.071529,0,0,915,2,0,2,1,0,0,0,0
matthew.lenhart,,1,1,0,1,0.000244,0.041285,0,0,991,1,0,1,0,0,0,0,0
max.yzaguirre,,1,1,0,1,0.000244,0.041285,0,0,990,1,0,1,0,0,0,0,0
michael.cowan,,1,1,0,1,0.000244,0.041285,0,0,989,1,0,1,0,0,0,0,0
michael.guerriero,,5,2,2,4,0.000346,0.061314,0,0,1151,2,2,4,0.333333,5,0.313625,0.33179,742.882877
michael.miller,,1,1,0,1,0.000244,0.041285,0,0,988,1,0,1,0,0,0,0,0
mike.carson,,1,3,0,3,0.000363,0.113627,0,0,592,3,0,3,1,0,0,0,0
mike.grigsby,,1,3,2,5,0.000479,0.10209,0,0,1151,3,2,5,0.833333,5,0.297604,0.314312,0
mike.maggi,,1,3,0,3,0.000416,0.085458,0,0,470,3,0,3,0.833333,0,0,0,0
mike.swerzbin,,5,4,1,5,0.000499,0.151058,0,0,1151,4,1,5,0.666667,5,0.279703,0.29055,530.220338
monique.sanchez,,1,1,1,2,0.000244,0.041285,0,0,1151,1,1,2,1,5,0.245618,0.254227,0
morris.clark,,5,2,0,2,0.00036,0.070131,0,0,987,2,0,2,0,0,0,0,0
narsimha.misra,,1,1,0,1,0.000244,0.041285,0,0,986,1,0,1,0,0,0,0,0
orlando.gonzalez,,6,1,2,3,0.000244,0.041285,0,0,1151,1,2,3,1,4,0.321501,0.338677,0
patrice.mims,,1,1,0,1,0.000244,0.041285,0,0,985,1,0,1,0,0,0,0,0
paul.broderick,,1,1,0,1,0.000244,0.041285,0,0,984,1,0,1,0,0,0,0,0
paul.devries,,1,2,0,2,0.000335,0.085772,0,0,959,2,0,2,1,0,0,0,0
per.sekse,,5,4,2,6,0.000478,0.122787,0,0,1151,4,2,6,0.25,4,0.320161,0.335985,4057.398366
peter.keavey,,1,2,1,3,0.000388,0.057603,0,0,1151,2,1,3,0.833333,5,0.314815,0.325667,868.363455
philippe.bibi,,1,5,3,8,0.000495,0.173001,0,0,1151,5,3,8,0.766667,4,0.322852,0.337191,0
randall.gay,,1,2,0,2,0.000272,0.069139,0,0,567,2,0,2,1,0,0,0,0
remi.collonges,,1,1,0,1,0.000244,0.041285,0,0,983,1,0,1,0,0,0,0,0
rob.milnthorp,,2,5,3,8,0.000536,0.160498,0,0,1151,5,3,8,0.8,4,0.349629,0.376567,2089.221025
robert.benson,,1,2,0,2,0.000272,0.069139,0,0,559,2,0,2,1,0,0,0,0
robert.stalford,,1,2,0,2,0.000272,0.069139,0,0,553,2,0,2,1,0,0,0,0
russell.ballato,,1,2,0,2,0.000272,0.069139,0,0,551,2,0,2,1,0,0,0,0
s..shively,,4,4,2,6,0.000448,0.143871,0,0,1151,4,2,6,0.75,5,0.297604,0.314312,188.881191
sandra.brawner,,1,2,0,2,0.000388,0.057603,0,0,22,2,0,2,1,0,0,0,0
scott.goodell,,1,2,1,3,0.000388,0.057603,0,0,1151,2,1,3,1,5,0.245589,0.254147,0
scott.hendrickson,,1,3,1,4,0.000416,0.085458,0,0,1151,3,1,4,0.833333,5,0.245589,0.254147,0
sean.crandall,,4,2,1,3,0.000329,0.071529,0,0,1151,2,1,3,1,5,0.279703,0.29055,0
steve.wang,,1,2,0,2,0.000272,0.069139,0,0,532,2,0,2,1,0,0,0,0
steven.south,,1,1,0,1,0.000244,0.041285,0,0,982,1,0,1,0,0,0,0,0
stinson.gibner,,7,2,1,3,0.000346,0.061314,0,0,1151,2,1,3,1,5,0.290884,0.305135,0
susan.pereira,,1,2,0,2,0.000388,0.057603,0,0,19,2,0,2,1,0,0,0,0
tammi.depaolis,,1,2,0,2,0.000388,0.057603,0,0,18,2,0,2,1,0,0,0,0
thomas.martin,,1,2,0,2,0.000388,0.057603,0,0,17,2,0,2,1,0,0,0,0
tom.alonso,,4,2,0,2,0.000329,0.071529,0,0,8,2,0,2,1,0,0,0,0
tom.donohoe,,1,2,0,2,0.000272,0.069139,0,0,511,2,0,2,1,0,0,0,0
tom.may,,8,3,1,4,0.000344,0.084342,0,0,1151,3,1,4,0.333333,5,0.264507,0.276406,3327.476079
tori.kuykendall,,1,1,0,1,0.000244,0.041285,0,0,981,1,0,1,0,0,0,0,0
vladi.pimenov,,1,2,0,2,0.000388,0.057603,0,0,16,2,0,2,1,0,0,0,0
w.duran,,1,1,0,1,0.000244,0.041285,0,0,980,1,0,1,0,0,0,0,0
wes.colwell,,1,3,2,5,0.000363,0.113627,0,0,1151,3,2,5,1,4,0.322701,0.336789,0
john.novak,,4,2,1,3,0.000427,0.045977,0,0,1151,2,1,3,0.5,5,0.276903,0.284965,0
john.nowlan,,2,3,1,4,0.000385,0.072685,0,0,1151,3,1,4,0.166667,4,0.296752,0.308542,1397.43722
john.peyton,,5,1,2,3,0.000299,0.035189,0,0,1151,1,2,3,0,4,0.312114,0.32819,1319.561346
john.postlethwaite,,4,2,1,3,0.000279,0.058099,0,0,1151,2,1,3,0.5,5,0.279703,0.29055,0
john.rigby,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
john.schwartzenburg,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
john.shelk,,4,2,4,6,0.000334,0.079094,0,0,1151,2,4,6,1,4,0.31611,0.341771,0
john.sorrells,,3,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0,5,0.303972,0.334804,0
john.suttle,,5,2,2,4,0.000362,0.063889,0,0,1151,2,2,4,1,5,0.27646,0.298875,0
john.swinney,,1,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0.5,5,0.248443,0.254364,0
john.viverito,,5,3,3,6,0.000495,0.099078,0,0,1151,3,3,6,1,5,0.279703,0.303857,0
jon.chapman,,4,2,1,3,0.000308,0.049817,0,0,1151,2,1,3,0,5,0.269806,0.287825,181.322096
jorge.garcia,,5,2,1,3,0.000362,0.063889,0,0,1151,2,1,3,1,5,0.26641,0.280456,0
jose.bestard,,6,1,2,3,0.000239,0.037334,0,0,1151,1,2,3,1,4,0.304731,0.322485,0
joseph.hirl,,7,2,1,3,0.000306,0.037643,0,0,1151,2,1,3,0.5,4,0.296752,0.308542,378.525204
joseph.hrgovcic,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
joseph.sutton,,2,0,1,1,0.000167,0,0,0,1283,0,1,1,0,5,0.28014,0.291422,0
joya.davis,,4,1,7,8,0.000299,0.035189,0,0,1151,1,7,8,0.5,4,0.315389,0.342776,235.716627
joyce.dorsey,,5,0,2,2,0.000167,0,0,0,1284,0,2,2,0,5,0.271882,0.285116,0
judy.zoch,,5,0,2,2,0.000167,0,0,0,1285,0,2,2,0,5,0.327856,0.361108,0
julia.chin,,5,1,1,2,0.000283,0.028847,0,0,1151,1,1,2,0,5,0.26641,0.280456,0
julia.white,,0,1,2,3,0.000219,0.012282,0,0,1151,1,2,3,1,5,0.272214,0.288645,0
julie.armstrong,,0,2,2,4,0.000342,0.025079,0,0,1151,2,2,4,0.333333,4,0.345379,0.372911,5533.281354
julie.clyatt,,4,0,8,8,0.000167,0,0,0,1286,0,8,8,0.392857,4,0.399807,0.425261,0
julie.ferrara,,2,2,2,4,0.000284,0.052656,0,0,1151,2,2,4,0,4,0.320259,0.339441,1271.913573
julie.green,,6,0,1,1,0.000167,0,0,0,1287,0,1,1,0,4,0.299509,0.312771,0
julie.kearney,,4,0,1,1,0.000167,0,0,0,1288,0,1,1,0,5,0.279763,0.290651,0
julie.sarnowski,,4,1,1,2,0.000252,0.030244,0,0,1151,1,1,2,0,5,0.279703,0.29055,0
julissa.marron,,3,0,1,1,0.000167,0,0,0,1289,0,1,1,0,5,0.304029,0.334884,0
justin.rostant,,5,0,4,4,0.000167,0,0,0,1290,0,4,4,0.5,5,0.332585,0.348803,0
kal.shah,,5,2,3,5,0.000337,0.079529,0,0,1151,2,3,5,1,5,0.330729,0.349293,0
kam.keiser,,1,2,1,3,0.000338,0.044173,0,0,1151,2,1,3,0.5,5,0.245589,0.254147,0
kara.boudreau,,1,0,2,2,0.000167,0,0,0,1291,0,2,2,1,5,0.31511,0.326313,0
karen.cordova,,5,1,1,2,0.000246,0.035042,0,0,1151,1,1,2,0,5,0.269806,0.287825,0
karen.gruesen,,8,0,1,1,0.000167,0,0,0,1292,0,1,1,0,5,0.25876,0.267173,0
karen.jones,,4,1,3,4,0.000238,0.015202,0,0,1151,1,3,4,0.166667,4,0.297732,0.315413,206.090908
karen.lambert,,5,2,2,4,0.000379,0.070231,0,0,1151,2,2,4,1,5,0.273362,0.293812,0
karen.marshall,,7,2,2,4,0.000295,0.047884,0,0,1151,2,2,4,0.5,4,0.32832,0.358968,448.89179
karla.feldman,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
kate.agnew,,3,0,1,1,0.000167,0,0,0,1293,0,1,1,0,5,0.304029,0.334884,0
kate.cole,,1,0,3,3,0.000167,0,0,0,1294,0,3,3,1,4,0.322907,0.337269,0
kate.symes,,4,1,1,2,0.000252,0.030244,0,0,1151,1,1,2,0,5,0.279703,0.29055,0
katherine.brown,,0,0,10,10,0.000167,0,0,0,1295,0,10,10,0.466667,4,0.358377,0.377952,0
kathie.grabstald,,2,1,5,6,0.000204,0.017614,0,0,1151,1,5,6,0.6,4,0.361955,0.392438,54.411999
kathleen.carnahan,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
kathleen.clark,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
kathryn.sheppard,,4,1,1,2,0.000252,0.030244,0,0,1151,1,1,2,1,5,0.295905,0.310937,0
kathy.campos,,0,1,1,2,0.000304,0.007465,0,0,1151,1,1,2,0,6,0.234881,0.245251,0
kathy.mcmahon,,1,0,2,2,0.000167,0,0,0,1296,0,2,2,1,4,0.33861,0.350683,0
katrina.burton,,6,1,1,2,0.000261,0.04176,0,0,1151,1,1,2,0,4,0.299451,0.312681,0
kay.chapman,,2,1,13,14,0.000194,0.027855,1,0,1151,1,13,14,0.512821,4,0.408589,0.436757,1954.012925
adriana.wynn,,8,1,0,1,0.000238,0.015202,0,0,280,1,0,1,0,0,0,0,0
andrew.ralston,,8,1,0,1,0.000238,0.015202,0,0,279,1,0,1,0,0,0,0,0
ben.f.jacoby,,8,1,0,1,0.000238,0.015202,0,0,278,1,0,1,0,0,0,0,0
cheryl.costa,,8,1,0,1,0.000238,0.015202,0,0,275,1,0,1,0,0,0,0,0
cheryl.lipshutz,,8,1,0,1,0.000238,0.015202,0,0,274,1,0,1,0,0,0,0,0
chris.herron,,8,1,0,1,0.000238,0.015202,0,0,273,1,0,1,0,0,0,0,0
david.bargainer,,8,1,0,1,0.000238,0.015202,0,0,272,1,0,1,0,0,0,0,0
david.marks,,8,1,0,1,0.000238,0.015202,0,0,271,1,0,1,0,0,0,0,0
dean.russell,,8,1,0,1,0.000238,0.015202,0,0,270,1,0,1,0,0,0,0,0
don.hammond,,8,1,0,1,0.000238,0.015202,0,0,269,1,0,1,0,0,0,0,0
ed.iii,,8,1,0,1,0.000238,0.015202,0,0,268,1,0,1,0,0,0,0,0
ernie,,8,1,0,1,0.000238,0.015202,0,0,266,1,0,1,0,0,0,0,0
geneva.holland,,8,1,0,1,0.000238,0.015202,0,0,265,1,0,1,0,0,0,0,0
jake.thomas,,1,2,0,2,0.000329,0.05969,0,0,264,2,0,2,0,0,0,0,0
jeff.slaughter,,8,1,0,1,0.000238,0.015202,0,0,263,1,0,1,0,0,0,0,0
jeffery.ader,,8,1,0,1,0.000238,0.015202,0,0,262,1,0,1,0,0,0,0,0
jeffrey.keenan,,8,1,0,1,0.000238,0.015202,0,0,261,1,0,1,0,0,0,0,0
jeffrey.m.keenan,,8,1,0,1,0.000238,0.015202,0,0,260,1,0,1,0,0,0,0,0
jeffrey.miller,,8,2,0,2,0.000266,0.043057,0,0,259,2,0,2,0,0,0,0,0
jim.gilbert,,8,1,0,1,0.000238,0.015202,0,0,258,1,0,1,0,0,0,0,0
